,Network 1,Network 2,Mean Coeff,σ Coeff
R_V6-L_POS2,Visual2,Frontoparietal,-0.0,0.0
R_V6A-L_IFJp,Visual2,Frontoparietal,0.0,0.0
L_V3B-L_AVI,Visual2,Frontoparietal,0.0,0.0
R_V3CD-L_POS2,Visual2,Frontoparietal,-0.0,0.0
L_V7-L_p47r,Visual2,Frontoparietal,0.0,0.0
L_V7-L_IFJp,Visual2,Frontoparietal,0.0,0.0
R_V3B-L_POS2,Visual2,Frontoparietal,-0.0,0.0
L_V6-L_IFJp,Visual2,Frontoparietal,0.0,0.0
R_V3A-L_IFJp,Visual2,Frontoparietal,0.0,0.0
L_V7-L_8C,Visual2,Frontoparietal,0.0,0.0
L_V3B-L_IFJp,Visual2,Frontoparietal,-0.0,0.0
R_LIPv-R_TGv,Visual2,Language,-0.04,0.05
R_V6-R_45,Visual2,Language,0.01,0.01
R_V3B-R_45,Visual2,Language,0.0,0.0
R_V3A-L_55b,Visual2,Language,-0.0,0.0
R_IPS1-R_45,Visual2,Language,0.0,0.0
L_V7-L_SFL,Visual2,Language,0.0,0.0
R_V6-R_IFJa,Visual2,Language,-0.0,0.01
R_LO1-R_45,Visual2,Language,-0.0,0.0
L_V3B-L_45,Visual2,Language,-0.0,0.0
L_V3B-L_AAIC,Visual2,Orbito-Affective,0.01,0.01
L_V3B-L_Pir,Visual2,Orbito-Affective,0.01,0.01
L_V3B-L_pOFC,Visual2,Orbito-Affective,-0.0,0.01
L_LO1-L_AAIC,Visual2,Orbito-Affective,0.0,0.0
R_LIPv-R_TPOJ3,Visual2,Posterior_Multimodal,-0.0,0.0
R_V7-L_6v,Visual2,Somatomotor,0.03,0.06
R_VMV3-R_Ig,Visual2,Somatomotor,0.02,0.03
R_V3A-L_6v,Visual2,Somatomotor,0.02,0.03
R_V4t-L_5L,Visual2,Somatomotor,0.01,0.01
L_V3B-L_6v,Visual2,Somatomotor,0.01,0.02
R_LIPv-L_3a,Visual2,Somatomotor,0.01,0.01
L_V7-L_6v,Visual2,Somatomotor,0.01,0.02
R_LIPv-L_2,Visual2,Somatomotor,0.01,0.01
L_MST-L_24dv,Visual2,Somatomotor,-0.0,0.01
R_V4t-L_5m,Visual2,Somatomotor,0.0,0.01
L_V7-L_24dv,Visual2,Somatomotor,0.0,0.0
L_LO1-L_24dv,Visual2,Somatomotor,-0.0,0.0
R_LO1-R_FOP2,Visual2,Somatomotor,0.0,0.0
R_V3A-L_24dv,Visual2,Somatomotor,-0.0,0.0
L_V6-L_6v,Visual2,Somatomotor,0.0,0.0
L_V3B-L_24dv,Visual2,Somatomotor,0.0,0.0
R_LO1-R_6v,Visual2,Somatomotor,0.0,0.0
R_V6-L_DVT,Visual2,Visual1,-0.0,0.0
R_LIPv-R_VIP,Visual2,Visual2,0.1,0.09
L_V3B-L_VMV2,Visual2,Visual2,0.0,0.01
L_V3A-L_V3B,Visual2,Visual2,-0.0,0.0
L_V3A-L_V7,Visual2,Visual2,0.0,0.0
R_V6-L_V3B,Visual2,Visual2,0.0,0.0
L_VMV1-CAUDATE_RIGHT,Visual2,subcortex,0.02,0.02
L_VMV1-AMYGDALA_LEFT,Visual2,subcortex,0.01,0.01
R_VIP-PALLIDUM_LEFT,Visual2,subcortex,-0.0,0.01
R_LO1-PUTAMEN_RIGHT,Visual2,subcortex,0.0,0.0
AMYGDALA_LEFT-BRAIN_STEM,subcortex,subcortex,0.1,0.09
R_p9-46v-L_s32,subcortex,subcortex,-0.09,0.11
ACCUMBENS_RIGHT-DIENCEPHALON_VENTRAL_LEFT,subcortex,subcortex,0.07,0.1
R_p9-46v-R_OFC,subcortex,subcortex,-0.07,0.09
L_i6-8-L_s32,subcortex,subcortex,-0.05,0.03
L_9-46d-L_13l,subcortex,subcortex,0.04,0.06
R_OP2-3-L_23d,subcortex,subcortex,-0.04,0.05
ACCUMBENS_LEFT-THALAMUS_RIGHT,subcortex,subcortex,0.04,0.05
R_a9-46v-R_9a,subcortex,subcortex,-0.03,0.05
L_a9-46v-L_13l,subcortex,subcortex,0.03,0.03
R_p9-46v-PUTAMEN_RIGHT,subcortex,subcortex,-0.02,0.04
R_p9-46v-R_Pir,subcortex,subcortex,-0.02,0.04
L_9-46d-L_Pir,subcortex,subcortex,-0.02,0.03
L_9-46d-L_AAIC,subcortex,subcortex,-0.02,0.02
R_p9-46v-R_TGd,subcortex,subcortex,-0.02,0.04
R_a9-46v-R_TE2p,subcortex,subcortex,0.02,0.03
L_9-46d-L_47s,subcortex,subcortex,-0.02,0.02
R_a9-46v-L_p24pr,subcortex,subcortex,-0.01,0.03
R_a9-46v-R_9-46d,subcortex,subcortex,-0.01,0.03
R_p9-46v-R_AAIC,subcortex,subcortex,-0.01,0.02
R_a9-46v-L_55b,subcortex,subcortex,-0.01,0.02
R_p9-46v-R_MI,subcortex,subcortex,-0.01,0.02
L_9-46d-L_AVI,subcortex,subcortex,-0.01,0.01
R_9-46d-PUTAMEN_RIGHT,subcortex,subcortex,-0.01,0.01
R_9-46d-R_Pir,subcortex,subcortex,-0.01,0.01
R_i6-8-R_OP4,subcortex,subcortex,-0.01,0.01
R_a9-46v-R_OFC,subcortex,subcortex,-0.01,0.01
R_9-46d-R_AAIC,subcortex,subcortex,-0.0,0.01
R_i6-8-L_p32pr,subcortex,subcortex,-0.0,0.01
R_p9-46v-R_AVI,subcortex,subcortex,-0.0,0.01
R_9-46d-R_FOP5,subcortex,subcortex,-0.0,0.01
R_p9-46v-R_a9-46v,subcortex,subcortex,-0.0,0.01
R_p9-46v-L_TE2p,subcortex,subcortex,0.0,0.0
R_9-46d-R_AVI,subcortex,subcortex,-0.0,0.0
R_9-46d-R_TGd,subcortex,subcortex,-0.0,0.0
R_p9-46v-R_FOP5,subcortex,subcortex,-0.0,0.01
R_p9-46v-R_p24,subcortex,subcortex,0.0,0.01
R_s6-8-L_p32pr,subcortex,subcortex,-0.0,0.0
R_a9-46v-R_s32,subcortex,subcortex,-0.0,0.0
R_a9-46v-L_p32pr,subcortex,subcortex,-0.0,0.0
L_9-46d-L_a32pr,subcortex,subcortex,-0.0,0.0
R_i6-8-R_FOP2,subcortex,subcortex,-0.0,0.0
R_9-46d-R_MI,subcortex,subcortex,-0.0,0.0
R_9-46d-R_p47r,subcortex,subcortex,-0.0,0.0
R_p9-46v-R_FOP4,subcortex,subcortex,-0.0,0.0
R_p9-46v-R_46,subcortex,subcortex,-0.0,0.0
L_9-46d-L_FOP5,subcortex,subcortex,-0.0,0.0
R_p9-46v-R_p10p,subcortex,subcortex,0.0,0.0
R_9-46d-R_47s,subcortex,subcortex,-0.0,0.0
R_p9-46v-L_PHT,subcortex,subcortex,-0.0,0.01
R_9-46d-R_FOP4,subcortex,subcortex,-0.0,0.0
R_a9-46v-L_8C,subcortex,subcortex,0.0,0.0
R_9-46d-R_p10p,subcortex,subcortex,-0.0,0.0
